BIRIM;TARIH;SAAT;CIRO;  altin ;euro;dolar;temperature;special days
B;11.4.2012;17;610.15;95319,9;23716;18068;8;0
B;11.4.2012;18;819.28;95319,9;23716;18068;8;0
B;11.4.2012;19;1965.33;95319,9;23716;18068;8;0
B;11.4.2012;20;1770.18;95319,9;23716;18068;8;0
B;11.4.2012;21;1267.67;95319,9;23716;18068;8;0
B;12.4.2012;10;68.47;96266,59;23646;18002;12;0
B;12.4.2012;11;279.75;96266,59;23646;18002;12;0
B;12.4.2012;12;569.74;96266,59;23646;18002;12;0
B;12.4.2012;13;1803.82;96266,59;23646;18002;12;0
B;12.4.2012;14;958.71;96266,59;23646;18002;12;0
B;12.4.2012;15;896.17;96266,59;23646;18002;12;0
B;12.4.2012;16;1603.11;96266,59;23646;18002;12;0
B;12.4.2012;17;810.31;96266,59;23646;18002;12;0
B;12.4.2012;18;1655.41;96266,59;23646;18002;12;0
B;12.4.2012;19;946.46;96266,59;23646;18002;12;0
B;12.4.2012;20;2336.81;96266,59;23646;18002;12;0
B;12.4.2012;21;958.49;96266,59;23646;18002;12;0
B;4.13.2012;10;429.01;95775,54;23580;17918;14;0
B;4.13.2012;11;754.23;95775,54;23580;17918;14;0
B;4.13.2012;12;1700.35;95775,54;23580;17918;14;0
B;4.13.2012;13;1590.66;95775,54;23580;17918;14;0
B;4.13.2012;14;1565.33;95775,54;23580;17918;14;0
B;4.13.2012;15;1142.56;95775,54;23580;17918;14;0
B;4.13.2012;16;1494.38;95775,54;23580;17918;14;0
B;4.13.2012;17;2417.81;95775,54;23580;17918;14;0
B;4.13.2012;18;1538.96;95775,54;23580;17918;14;0
B;4.13.2012;19;1534.5;95775,54;23580;17918;14;0
B;4.13.2012;20;970.19;95775,54;23580;17918;14;0
B;4.13.2012;21;1437.25;95775,54;23580;17918;14;0
B;4.14.2012;10;92.44;95775,54;23580;17918;17;0
B;4.14.2012;11;251.29;95775,54;23580;17918;17;0
B;4.14.2012;12;777.72;95775,54;23580;17918;17;0
B;4.14.2012;13;1895.28;95775,54;23580;17918;17;0
B;4.14.2012;14;1244.49;95775,54;23580;17918;17;0
B;4.14.2012;15;3738.82;95775,54;23580;17918;17;0
B;4.14.2012;16;5561.38;95775,54;23580;17918;17;0
B;4.14.2012;17;2820.98;95775,54;23580;17918;17;0
B;4.14.2012;18;2727.78;95775,54;23580;17918;17;0
B;4.14.2012;19;2207.12;95775,54;23580;17918;17;0
B;4.14.2012;20;1644.98;95775,54;23580;17918;17;0
B;4.14.2012;21;2325.4;95775,54;23580;17918;17;0
B;4.15.2012;10;440.01;95775,54;23580;17918;14;0
B;4.15.2012;11;716.19;95775,54;23580;17918;14;0
B;4.15.2012;12;1776.63;95775,54;23580;17918;14;0
B;4.15.2012;13;2754.79;95775,54;23580;17918;14;0
B;4.15.2012;14;3918.18;95775,54;23580;17918;14;0
B;4.15.2012;15;4438.19;95775,54;23580;17918;14;0
B;4.15.2012;16;4850.83;95775,54;23580;17918;14;0
B;4.15.2012;17;4809.23;95775,54;23580;17918;14;0
B;4.15.2012;18;3612.23;95775,54;23580;17918;14;0
B;4.15.2012;19;4450.26;95775,54;23580;17918;14;0
B;4.15.2012;20;4230.84;95775,54;23580;17918;14;0
B;4.15.2012;21;2976.47;95775,54;23580;17918;14;0
B;4.16.2012;10;177.41;96343,45;23456;18011;16;0
B;4.16.2012;11;248.35;96343,45;23456;18011;16;0
B;4.16.2012;12;475.21;96343,45;23456;18011;16;0
B;4.16.2012;13;420.29;96343,45;23456;18011;16;0
B;4.16.2012;14;625.12;96343,45;23456;18011;16;0
B;4.16.2012;15;1173.07;96343,45;23456;18011;16;0
B;4.16.2012;16;1289.48;96343,45;23456;18011;16;0
B;4.16.2012;17;1736.82;96343,45;23456;18011;16;0
B;4.16.2012;18;2267.81;96343,45;23456;18011;16;0
B;4.16.2012;19;1804.63;96343,45;23456;18011;16;0
B;4.16.2012;20;1222.63;96343,45;23456;18011;16;0
B;4.16.2012;21;1892.9;96343,45;23456;18011;16;0
B;4.17.2012;10;114.81;95406,53;23539;17910;18;0
B;4.17.2012;11;169.79;95406,53;23539;17910;18;0
B;4.17.2012;12;476.26;95406,53;23539;17910;18;0
B;4.17.2012;13;1083.62;95406,53;23539;17910;18;0
B;4.17.2012;14;815.26;95406,53;23539;17910;18;0
B;4.17.2012;15;1719.41;95406,53;23539;17910;18;0
B;4.17.2012;16;1459.64;95406,53;23539;17910;18;0
B;4.17.2012;17;1273.11;95406,53;23539;17910;18;0
B;4.17.2012;18;1167.6;95406,53;23539;17910;18;0
B;4.17.2012;19;1449.7;95406,53;23539;17910;18;0
B;4.17.2012;20;1776.68;95406,53;23539;17910;18;0
B;4.17.2012;21;1781.84;95406,53;23539;17910;18;0
B;4.18.2012;10;384.44;95170,62;23448;17913;18;0
B;4.18.2012;11;100.75;95170,62;23448;17913;18;0
B;4.18.2012;12;51.47;95170,62;23448;17913;18;0
B;4.18.2012;13;682.6;95170,62;23448;17913;18;0
B;4.18.2012;14;1888.94;95170,62;23448;17913;18;0
B;4.18.2012;15;1930.5;95170,62;23448;17913;18;0
B;4.18.2012;16;1083.32;95170,62;23448;17913;18;0
B;4.18.2012;17;1041.74;95170,62;23448;17913;18;0
B;4.18.2012;18;2616.02;95170,62;23448;17913;18;0
B;4.18.2012;19;1308.09;95170,62;23448;17913;18;0
B;4.18.2012;20;1646.86;95170,62;23448;17913;18;0
B;4.18.2012;21;805.35;95170,62;23448;17913;18;0
B;4.19.2012;10;336.6;94763,1;23466;17886;14;0
B;4.19.2012;11;647.84;94763,1;23466;17886;14;0
B;4.19.2012;12;956.96;94763,1;23466;17886;14;0
B;4.19.2012;13;1145.33;94763,1;23466;17886;14;0
B;4.19.2012;14;1996.36;94763,1;23466;17886;14;0
B;4.19.2012;15;2306.11;94763,1;23466;17886;14;0
B;4.19.2012;16;1473.41;94763,1;23466;17886;14;0
B;4.19.2012;17;1167.48;94763,1;23466;17886;14;0
B;4.19.2012;18;2897.67;94763,1;23466;17886;14;0
B;4.19.2012;19;1899.89;94763,1;23466;17886;14;0
B;4.19.2012;20;1189.21;94763,1;23466;17886;14;0
B;4.19.2012;21;1992.23;94763,1;23466;17886;14;0
B;4.20.2012;10;451.38;94388,87;23599;17915;16;0
B;4.20.2012;11;1730.63;94388,87;23599;17915;16;0
B;4.20.2012;12;348.13;94388,87;23599;17915;16;0
B;4.20.2012;13;571.45;94388,87;23599;17915;16;0
B;4.20.2012;14;1898.82;94388,87;23599;17915;16;0
B;4.20.2012;15;1674.55;94388,87;23599;17915;16;0
B;4.20.2012;16;1500.01;94388,87;23599;17915;16;0
B;4.20.2012;17;1197.27;94388,87;23599;17915;16;0
B;4.20.2012;18;1636.16;94388,87;23599;17915;16;0
B;4.20.2012;19;3270.35;94388,87;23599;17915;16;0
B;4.20.2012;20;925.95;94388,87;23599;17915;16;0
B;4.20.2012;21;1699.16;94388,87;23599;17915;16;0
B;4.21.2012;10;312.81;94388,87;23599;17915;14;3
B;4.21.2012;11;1231.43;94388,87;23599;17915;14;3
B;4.21.2012;12;2726.81;94388,87;23599;17915;14;3
B;4.21.2012;13;3621.28;94388,87;23599;17915;14;3
B;4.21.2012;14;3450.35;94388,87;23599;17915;14;3
B;4.21.2012;15;4664.27;94388,87;23599;17915;14;3
B;4.21.2012;16;2503.83;94388,87;23599;17915;14;3
B;4.21.2012;17;2593.63;94388,87;23599;17915;14;3
B;4.21.2012;18;3754.78;94388,87;23599;17915;14;3
B;4.21.2012;19;3828.55;94388,87;23599;17915;14;3
B;4.21.2012;20;2560.48;94388,87;23599;17915;14;3
B;4.21.2012;21;1762.11;94388,87;23599;17915;14;3
B;4.22.2012;10;527.22;94388,87;23599;17915;14;3
B;4.22.2012;11;950.44;94388,87;23599;17915;14;3
B;4.22.2012;12;736.73;94388,87;23599;17915;14;3
B;4.22.2012;13;2421.81;94388,87;23599;17915;14;3
B;4.22.2012;14;3200.55;94388,87;23599;17915;14;3
B;4.22.2012;15;4355.7;94388,87;23599;17915;14;3
B;4.22.2012;16;5573.86;94388,87;23599;17915;14;3
B;4.22.2012;17;3209.22;94388,87;23599;17915;14;3
B;4.22.2012;18;2505.12;94388,87;23599;17915;14;3
B;4.22.2012;19;3506;94388,87;23599;17915;14;3
B;4.22.2012;20;2192.92;94388,87;23599;17915;14;3
B;4.22.2012;21;2635.26;94388,87;23599;17915;14;3
B;4.23.2012;10;67.2;94388,87;23599;17915;14;3
B;4.23.2012;11;642.8;94388,87;23599;17915;14;3
B;4.23.2012;12;1645.09;94388,87;23599;17915;14;3
B;4.23.2012;13;2901.92;94388,87;23599;17915;14;3
B;4.23.2012;14;2940.92;94388,87;23599;17915;14;3
B;4.23.2012;15;3740.87;94388,87;23599;17915;14;3
B;4.23.2012;16;3668.64;94388,87;23599;17915;14;3
B;4.23.2012;17;3670.72;94388,87;23599;17915;14;3
B;4.23.2012;18;2414.71;94388,87;23599;17915;14;3
B;4.23.2012;19;3004.19;94388,87;23599;17915;14;3
B;4.23.2012;20;1763.58;94388,87;23599;17915;14;3
B;4.23.2012;21;1287.01;94388,87;23599;17915;14;3
B;4.24.2012;10;130.76;94711,36;23546;17884;16;0
B;4.24.2012;11;320.81;94711,36;23546;17884;16;0
B;4.24.2012;12;1101.83;94711,36;23546;17884;16;0
B;4.24.2012;13;1175.08;94711,36;23546;17884;16;0
B;4.24.2012;14;1330.01;94711,36;23546;17884;16;0
B;4.24.2012;15;1712.79;94711,36;23546;17884;16;0
B;4.24.2012;16;882.87;94711,36;23546;17884;16;0
B;4.24.2012;17;2329.07;94711,36;23546;17884;16;0
B;4.24.2012;18;2217.27;94711,36;23546;17884;16;0
B;4.24.2012;19;2069.67;94711,36;23546;17884;16;0
B;4.24.2012;20;734.2;94711,36;23546;17884;16;0
B;4.24.2012;21;2879.06;94711,36;23546;17884;16;0
B;4.25.2012;10;138.43;94206,15;23451;17746;20;0
B;4.25.2012;11;507.54;94206,15;23451;17746;20;0
B;4.25.2012;12;733.9;94206,15;23451;17746;20;0
B;4.25.2012;13;2787.62;94206,15;23451;17746;20;0
B;4.25.2012;14;2211.52;94206,15;23451;17746;20;0
B;4.25.2012;15;4358.94;94206,15;23451;17746;20;0
B;4.25.2012;16;1759.12;94206,15;23451;17746;20;0
B;4.25.2012;17;923.44;94206,15;23451;17746;20;0
B;4.25.2012;18;1005.35;94206,15;23451;17746;20;0
B;4.25.2012;19;1848.46;94206,15;23451;17746;20;0
B;4.25.2012;20;915.39;94206,15;23451;17746;20;0
B;4.25.2012;21;1313.83;94206,15;23451;17746;20;0
B;4.26.2012;10;178.89;93711,41;23347;17654;18;0
B;4.26.2012;11;72.06;93711,41;23347;17654;18;0
B;4.26.2012;12;779.52;93711,41;23347;17654;18;0
B;4.26.2012;13;1253.57;93711,41;23347;17654;18;0
B;4.26.2012;14;2268.94;93711,41;23347;17654;18;0
B;4.26.2012;15;1225.74;93711,41;23347;17654;18;0
B;4.26.2012;16;1151.39;93711,41;23347;17654;18;0
B;4.26.2012;17;1836.17;93711,41;23347;17654;18;0
B;4.26.2012;18;1245.56;93711,41;23347;17654;18;0
B;4.26.2012;19;629.35;93711,41;23347;17654;18;0
B;4.26.2012;20;1216.38;93711,41;23347;17654;18;0
B;4.26.2012;21;1191.81;93711,41;23347;17654;18;0
B;4.27.2012;10;241.15;93509,49;23285;17620;17;0
B;4.27.2012;11;574.79;93509,49;23285;17620;17;0
B;4.27.2012;12;304.84;93509,49;23285;17620;17;0
B;4.27.2012;13;2187.5;93509,49;23285;17620;17;0
B;4.27.2012;14;1795.94;93509,49;23285;17620;17;0
B;4.27.2012;15;1457.15;93509,49;23285;17620;17;0
B;4.27.2012;16;963.09;93509,49;23285;17620;17;0
B;4.27.2012;17;897.91;93509,49;23285;17620;17;0
B;4.27.2012;18;1033.24;93509,49;23285;17620;17;0
B;4.27.2012;19;2381.77;93509,49;23285;17620;17;0
B;4.27.2012;20;1821.46;93509,49;23285;17620;17;0
B;4.27.2012;21;2390.88;93509,49;23285;17620;17;0
B;4.28.2012;10;158.25;93509,49;23285;17620;17;0
B;4.28.2012;11;639.36;93509,49;23285;17620;17;0
B;4.28.2012;12;836.45;93509,49;23285;17620;17;0
B;4.28.2012;13;5753.05;93509,49;23285;17620;17;0
B;4.28.2012;14;2653.91;93509,49;23285;17620;17;0
B;4.28.2012;15;2915.14;93509,49;23285;17620;17;0
B;4.28.2012;16;3889.52;93509,49;23285;17620;17;0
B;4.28.2012;17;5172.42;93509,49;23285;17620;17;0
B;4.28.2012;18;2127.27;93509,49;23285;17620;17;0
B;4.28.2012;19;1032.2;93509,49;23285;17620;17;0
B;4.28.2012;20;1082.88;93509,49;23285;17620;17;0
B;4.28.2012;21;1915.98;93509,49;23285;17620;17;0
B;4.29.2012;10;458.86;93509,49;23285;17620;17;0
B;4.29.2012;11;817.39;93509,49;23285;17620;17;0
B;4.29.2012;12;742.58;93509,49;23285;17620;17;0
B;4.29.2012;13;1881.56;93509,49;23285;17620;17;0
B;4.29.2012;14;2253.12;93509,49;23285;17620;17;0
B;4.29.2012;15;2775.24;93509,49;23285;17620;17;0
B;4.29.2012;16;3996.42;93509,49;23285;17620;17;0
B;4.29.2012;17;2889.84;93509,49;23285;17620;17;0
B;4.29.2012;18;2795.18;93509,49;23285;17620;17;0
B;4.29.2012;19;1901.01;93509,49;23285;17620;17;0
B;4.29.2012;20;2650.02;93509,49;23285;17620;17;0
B;4.29.2012;21;1930.97;93509,49;23285;17620;17;0
B;4.30.2012;10;77.11;93668,26;23244;17573;16;0
B;4.30.2012;11;411.87;93668,26;23244;17573;16;0
B;4.30.2012;12;772.91;93668,26;23244;17573;16;0
B;4.30.2012;13;1247.44;93668,26;23244;17573;16;0
B;4.30.2012;14;1581.15;93668,26;23244;17573;16;0
B;4.30.2012;15;2351.64;93668,26;23244;17573;16;0
B;4.30.2012;16;1653.35;93668,26;23244;17573;16;0
B;4.30.2012;17;2278.96;93668,26;23244;17573;16;0
B;4.30.2012;18;1475.37;93668,26;23244;17573;16;0
B;4.30.2012;19;477.68;93668,26;23244;17573;16;0
B;4.30.2012;20;1137.11;93668,26;23244;17573;16;0
B;4.30.2012;21;2046.44;93668,26;23244;17573;16;0
B;1.5.2012;10;59.5;93668,26;23244;17573;18;1
B;1.5.2012;11;1487.86;93668,26;23244;17573;18;1
B;1.5.2012;12;1127.01;93668,26;23244;17573;18;1
B;1.5.2012;13;2502.58;93668,26;23244;17573;18;1
B;1.5.2012;14;2985.55;93668,26;23244;17573;18;1
B;1.5.2012;15;2412.24;93668,26;23244;17573;18;1
B;1.5.2012;16;4833.98;93668,26;23244;17573;18;1
B;1.5.2012;17;2854.84;93668,26;23244;17573;18;1
B;1.5.2012;18;3222.08;93668,26;23244;17573;18;1
B;1.5.2012;19;2597.65;93668,26;23244;17573;18;1
B;1.5.2012;20;2166.35;93668,26;23244;17573;18;1
B;1.5.2012;21;1537.41;93668,26;23244;17573;18;1
B;2.5.2012;10;26.75;93914,96;23166;17599;17;0
B;2.5.2012;11;936.28;93914,96;23166;17599;17;0
B;2.5.2012;12;844.26;93914,96;23166;17599;17;0
B;2.5.2012;13;1272.11;93914,96;23166;17599;17;0
B;2.5.2012;14;1989.57;93914,96;23166;17599;17;0
B;2.5.2012;15;1845.59;93914,96;23166;17599;17;0
B;2.5.2012;16;664.34;93914,96;23166;17599;17;0
B;2.5.2012;17;1241.55;93914,96;23166;17599;17;0
B;2.5.2012;18;2480.19;93914,96;23166;17599;17;0
B;2.5.2012;19;1240.34;93914,96;23166;17599;17;0
B;2.5.2012;20;897.63;93914,96;23166;17599;17;0
B;2.5.2012;21;2129.01;93914,96;23166;17599;17;0
B;3.5.2012;10;280.4;93644,09;23118;17595;14;0
B;3.5.2012;11;821.43;93644,09;23118;17595;14;0
B;3.5.2012;12;614.65;93644,09;23118;17595;14;0
B;3.5.2012;13;599.94;93644,09;23118;17595;14;0
B;3.5.2012;14;2669.21;93644,09;23118;17595;14;0
B;3.5.2012;15;1584.27;93644,09;23118;17595;14;0
B;3.5.2012;16;1748.79;93644,09;23118;17595;14;0
B;3.5.2012;17;2592.48;93644,09;23118;17595;14;0
B;3.5.2012;18;5065.67;93644,09;23118;17595;14;0
B;3.5.2012;19;3500.52;93644,09;23118;17595;14;0
B;3.5.2012;20;4212.47;93644,09;23118;17595;14;0
B;3.5.2012;21;2693.38;93644,09;23118;17595;14;0
B;4.5.2012;10;170.25;93049,74;23072;17567;16;0
B;4.5.2012;11;747.53;93049,74;23072;17567;16;0
B;4.5.2012;12;116.97;93049,74;23072;17567;16;0
B;4.5.2012;13;2658;93049,74;23072;17567;16;0
B;4.5.2012;14;1567.54;93049,74;23072;17567;16;0
B;4.5.2012;15;936.54;93049,74;23072;17567;16;0
B;4.5.2012;16;1582.05;93049,74;23072;17567;16;0
B;4.5.2012;17;1873.1;93049,74;23072;17567;16;0
B;4.5.2012;18;1269.55;93049,74;23072;17567;16;0
B;4.5.2012;19;1605.68;93049,74;23072;17567;16;0
B;4.5.2012;20;1814.39;93049,74;23072;17567;16;0
B;4.5.2012;21;2229.72;93049,74;23072;17567;16;0
B;5.5.2012;10;501.78;93049,74;23072;17567;17;0
B;5.5.2012;11;728.63;93049,74;23072;17567;17;0
B;5.5.2012;12;1479.94;93049,74;23072;17567;17;0
B;5.5.2012;13;3605.03;93049,74;23072;17567;17;0
B;5.5.2012;14;3373.63;93049,74;23072;17567;17;0
B;5.5.2012;15;4209.19;93049,74;23072;17567;17;0
B;5.5.2012;16;2817.12;93049,74;23072;17567;17;0
B;5.5.2012;17;2419.65;93049,74;23072;17567;17;0
B;5.5.2012;18;3699.08;93049,74;23072;17567;17;0
B;5.5.2012;19;4941.92;93049,74;23072;17567;17;0
B;5.5.2012;20;2841.66;93049,74;23072;17567;17;0
B;5.5.2012;21;2216.3;93049,74;23072;17567;17;0
B;6.5.2012;10;292.69;93049,74;23072;17567;18;0
B;6.5.2012;11;783.92;93049,74;23072;17567;18;0
B;6.5.2012;12;1726.75;93049,74;23072;17567;18;0
B;6.5.2012;13;1911.78;93049,74;23072;17567;18;0
B;6.5.2012;14;4136.73;93049,74;23072;17567;18;0
B;6.5.2012;15;4189.25;93049,74;23072;17567;18;0
B;6.5.2012;16;5867.7;93049,74;23072;17567;18;0
B;6.5.2012;17;2975.85;93049,74;23072;17567;18;0
B;6.5.2012;18;4387.61;93049,74;23072;17567;18;0
B;6.5.2012;19;2812.9;93049,74;23072;17567;18;0
B;6.5.2012;20;3040.29;93049,74;23072;17567;18;0
B;6.5.2012;21;1976.56;93049,74;23072;17567;18;0
B;7.5.2012;10;0;92188;22990;17652;19;0
B;7.5.2012;11;926.33;92188;22990;17652;19;0
B;7.5.2012;12;631.15;92188;22990;17652;19;0
B;7.5.2012;13;1666.8;92188;22990;17652;19;0
B;7.5.2012;14;979;92188;22990;17652;19;0
B;7.5.2012;15;1191.49;92188;22990;17652;19;0
B;7.5.2012;16;2170.74;92188;22990;17652;19;0
B;7.5.2012;17;3087.46;92188;22990;17652;19;0
B;7.5.2012;18;3173.86;92188;22990;17652;19;0
B;7.5.2012;19;3059.87;92188;22990;17652;19;0
B;7.5.2012;20;1616.54;92188;22990;17652;19;0
B;7.5.2012;21;2120.64;92188;22990;17652;19;0
B;8.5.2012;10;33.93;93074,39;22967;17640;21;0
B;8.5.2012;11;579.76;93074,39;22967;17640;21;0
B;8.5.2012;12;960.33;93074,39;22967;17640;21;0
B;8.5.2012;13;1246.62;93074,39;22967;17640;21;0
B;8.5.2012;14;1708.47;93074,39;22967;17640;21;0
B;8.5.2012;15;1432.51;93074,39;22967;17640;21;0
B;8.5.2012;16;1793.77;93074,39;22967;17640;21;0
B;8.5.2012;17;1998.35;93074,39;22967;17640;21;0
B;8.5.2012;18;4185.58;93074,39;22967;17640;21;0
B;8.5.2012;19;944.64;93074,39;22967;17640;21;0
B;8.5.2012;20;2557.41;93074,39;22967;17640;21;0
B;8.5.2012;21;2414.07;93074,39;22967;17640;21;0
B;9.5.2012;10;12206;92347,47;23198;17886;18;0
B;9.5.2012;11;424.36;92347,47;23198;17886;18;0
B;9.5.2012;12;821.58;92347,47;23198;17886;18;0
B;9.5.2012;13;693.94;92347,47;23198;17886;18;0
B;9.5.2012;14;2434.79;92347,47;23198;17886;18;0
B;9.5.2012;15;3335.56;92347,47;23198;17886;18;0
B;9.5.2012;16;1908.09;92347,47;23198;17886;18;0
B;9.5.2012;17;1594.4;92347,47;23198;17886;18;0
B;9.5.2012;18;1641.11;92347,47;23198;17886;18;0
B;9.5.2012;19;4110.47;92347,47;23198;17886;18;0
B;9.5.2012;20;1141.58;92347,47;23198;17886;18;0
B;9.5.2012;21;2410.32;92347,47;23198;17886;18;0
B;10.5.2012;10;0;91320,96;23147;17874;19;4
B;10.5.2012;11;493.73;91320,96;23147;17874;19;4
B;10.5.2012;12;1653.8;91320,96;23147;17874;19;4
B;10.5.2012;13;2758.47;91320,96;23147;17874;19;4
B;10.5.2012;14;2608.27;91320,96;23147;17874;19;4
B;10.5.2012;15;2144.08;91320,96;23147;17874;19;4
B;10.5.2012;16;2284.37;91320,96;23147;17874;19;4
B;10.5.2012;17;3010.94;91320,96;23147;17874;19;4
B;10.5.2012;18;1594.31;91320,96;23147;17874;19;4
B;10.5.2012;19;1961.1;91320,96;23147;17874;19;4
B;10.5.2012;20;3530.44;91320,96;23147;17874;19;4
B;10.5.2012;21;3231;91320,96;23147;17874;19;4
B;11.5.2012;10;325.57;91471,66;23135;17883;19;4
B;11.5.2012;11;627.23;91471,66;23135;17883;19;4
B;11.5.2012;12;1869.82;91471,66;23135;17883;19;4
B;11.5.2012;13;998.73;91471,66;23135;17883;19;4
B;11.5.2012;14;2534.09;91471,66;23135;17883;19;4
B;11.5.2012;15;1803.47;91471,66;23135;17883;19;4
B;11.5.2012;16;2422.2;91471,66;23135;17883;19;4
B;11.5.2012;17;1523.11;91471,66;23135;17883;19;4
B;11.5.2012;18;4345.82;91471,66;23135;17883;19;4
B;11.5.2012;19;3194.35;91471,66;23135;17883;19;4
B;11.5.2012;20;3770.66;91471,66;23135;17883;19;4
B;11.5.2012;21;5526.36;91471,66;23135;17883;19;4
B;12.5.2012;10;405.05;91471,66;23135;17883;19;4
B;12.5.2012;11;1518.51;91471,66;23135;17883;19;4
B;12.5.2012;12;3010.15;91471,66;23135;17883;19;4
B;12.5.2012;13;4836.98;91471,66;23135;17883;19;4
B;12.5.2012;14;4508.35;91471,66;23135;17883;19;4
B;12.5.2012;15;8970.56;91471,66;23135;17883;19;4
B;12.5.2012;16;7668.9;91471,66;23135;17883;19;4
B;12.5.2012;17;4712.48;91471,66;23135;17883;19;4
B;12.5.2012;18;5748.56;91471,66;23135;17883;19;4
B;12.5.2012;19;3628.96;91471,66;23135;17883;19;4
B;12.5.2012;20;3702.57;91471,66;23135;17883;19;4
B;12.5.2012;21;3007.03;91471,66;23135;17883;19;4
B;5.13.2012;10;2460.73;91471,66;23135;17883;18;4
B;5.13.2012;11;3014.11;91471,66;23135;17883;18;4
B;5.13.2012;12;4386.25;91471,66;23135;17883;18;4
B;5.13.2012;13;3837.71;91471,66;23135;17883;18;4
B;5.13.2012;14;4040.03;91471,66;23135;17883;18;4
B;5.13.2012;15;7378.88;91471,66;23135;17883;18;4
B;5.13.2012;16;6110.6;91471,66;23135;17883;18;4
B;5.13.2012;17;5608.63;91471,66;23135;17883;18;4
B;5.13.2012;18;4685.6;91471,66;23135;17883;18;4
B;5.13.2012;19;2990.62;91471,66;23135;17883;18;4
B;5.13.2012;20;2411.93;91471,66;23135;17883;18;4
B;5.13.2012;21;4837.95;91471,66;23135;17883;18;4
B;5.14.2012;10;714.97;90841,12;23262;18072;17;0
B;5.14.2012;11;847.64;90841,12;23262;18072;17;0
B;5.14.2012;12;816.4;90841,12;23262;18072;17;0
B;5.14.2012;13;1661.85;90841,12;23262;18072;17;0
B;5.14.2012;14;428.88;90841,12;23262;18072;17;0
B;5.14.2012;15;1029.52;90841,12;23262;18072;17;0
B;5.14.2012;16;1103.08;90841,12;23262;18072;17;0
B;5.14.2012;17;1814.57;90841,12;23262;18072;17;0
B;5.14.2012;18;631.25;90841,12;23262;18072;17;0
B;5.14.2012;19;2507.05;90841,12;23262;18072;17;0
B;5.14.2012;20;888.32;90841,12;23262;18072;17;0
B;5.14.2012;21;685.1;90841,12;23262;18072;17;0
B;5.15.2012;10;18.58;91073,67;23205;18057;19;0
B;5.15.2012;11;415.14;91073,67;23205;18057;19;0
B;5.15.2012;12;514.08;91073,67;23205;18057;19;0
B;5.15.2012;13;822.3;91073,67;23205;18057;19;0
B;5.15.2012;14;1370.97;91073,67;23205;18057;19;0
B;5.15.2012;15;1818.13;91073,67;23205;18057;19;0
B;5.15.2012;16;491.53;91073,67;23205;18057;19;0
B;5.15.2012;17;1030.35;91073,67;23205;18057;19;0
B;5.15.2012;18;1901.14;91073,67;23205;18057;19;0
B;5.15.2012;19;1169.55;91073,67;23205;18057;19;0
B;5.15.2012;20;1253.6;91073,67;23205;18057;19;0
B;5.15.2012;21;1609.73;91073,67;23205;18057;19;0
B;5.16.2012;10;345.49;90569,24;23228;18257;17;0
B;5.16.2012;11;588.3;90569,24;23228;18257;17;0
B;5.16.2012;12;921.44;90569,24;23228;18257;17;0
B;5.16.2012;13;1114.11;90569,24;23228;18257;17;0
B;5.16.2012;14;1532.66;90569,24;23228;18257;17;0
B;5.16.2012;15;1685.02;90569,24;23228;18257;17;0
B;5.16.2012;16;2081.32;90569,24;23228;18257;17;0
B;5.16.2012;17;1618.48;90569,24;23228;18257;17;0
B;5.16.2012;18;1649.74;90569,24;23228;18257;17;0
B;5.16.2012;19;1309.19;90569,24;23228;18257;17;0
B;5.16.2012;20;1600.86;90569,24;23228;18257;17;0
B;5.16.2012;21;1162.05;90569,24;23228;18257;17;0
B;5.17.2012;10;86.08;90207,49;23173;18248;19;0
B;5.17.2012;11;740.7;90207,49;23173;18248;19;0
B;5.17.2012;12;286.23;90207,49;23173;18248;19;0
B;5.17.2012;13;2525.53;90207,49;23173;18248;19;0
B;5.17.2012;14;1562.48;90207,49;23173;18248;19;0
B;5.17.2012;15;2213.49;90207,49;23173;18248;19;0
B;5.17.2012;16;2104.59;90207,49;23173;18248;19;0
B;5.17.2012;17;1343.44;90207,49;23173;18248;19;0
B;5.17.2012;18;2124.51;90207,49;23173;18248;19;0
B;5.17.2012;19;1562.09;90207,49;23173;18248;19;0
B;5.17.2012;20;2268.36;90207,49;23173;18248;19;0
B;5.17.2012;21;1888.73;90207,49;23173;18248;19;0
B;5.18.2012;10;14.63;90973,54;23270;18324;18;5
B;5.18.2012;11;1320.28;90973,54;23270;18324;18;5
B;5.18.2012;12;1746.85;90973,54;23270;18324;18;5
B;5.18.2012;13;805.98;90973,54;23270;18324;18;5
B;5.18.2012;14;1696.38;90973,54;23270;18324;18;5
B;5.18.2012;15;963.19;90973,54;23270;18324;18;5
B;5.18.2012;16;2155.14;90973,54;23270;18324;18;5
B;5.18.2012;17;2816.43;90973,54;23270;18324;18;5
B;5.18.2012;18;2025.85;90973,54;23270;18324;18;5
B;5.18.2012;19;2311.53;90973,54;23270;18324;18;5
B;5.18.2012;20;1539.62;90973,54;23270;18324;18;5
B;5.18.2012;21;1861.13;90973,54;23270;18324;18;5
B;5.19.2012;10;285.93;90973,54;23270;18324;17;5
B;5.19.2012;11;1247.93;90973,54;23270;18324;17;5
B;5.19.2012;12;2448.76;90973,54;23270;18324;17;5
B;5.19.2012;13;4443.06;90973,54;23270;18324;17;5
B;5.19.2012;14;5032.28;90973,54;23270;18324;17;5
B;5.19.2012;15;4522.11;90973,54;23270;18324;17;5
