BIRIM;TARIH;SAAT;CIRO;  altin ;euro;dolar;temperature;special days
B;4.16.2011;10;101.78;71067,45;21972;15192;11;0
B;4.16.2011;11;595.98;71067,45;21972;15192;11;0
B;4.16.2011;12;891.15;71067,45;21972;15192;11;0
B;4.16.2011;13;1723.8;71067,45;21972;15192;11;0
B;4.16.2011;14;3054.01;71067,45;21972;15192;11;0
B;4.16.2011;15;4167.54;71067,45;21972;15192;11;0
B;4.16.2011;16;4320.31;71067,45;21972;15192;11;0
B;4.16.2011;17;3503.59;71067,45;21972;15192;11;0
B;4.16.2011;18;3134.39;71067,45;21972;15192;11;0
B;4.16.2011;19;4828.46;71067,45;21972;15192;11;0
B;4.16.2011;20;1317.14;71067,45;21972;15192;11;0
B;4.16.2011;21;1799.89;71067,45;21972;15192;11;0
B;4.17.2011;10;276.7;71067,45;21972;15192;10;0
B;4.17.2011;11;1095.73;71067,45;21972;15192;10;0
B;4.17.2011;12;2085.42;71067,45;21972;15192;10;0
B;4.17.2011;13;2444.93;71067,45;21972;15192;10;0
B;4.17.2011;14;1813.68;71067,45;21972;15192;10;0
B;4.17.2011;15;3139.85;71067,45;21972;15192;10;0
B;4.17.2011;16;2714.13;71067,45;21972;15192;10;0
B;4.17.2011;17;4011.11;71067,45;21972;15192;10;0
B;4.17.2011;18;3556.18;71067,45;21972;15192;10;0
B;4.17.2011;19;2007.43;71067,45;21972;15192;10;0
B;4.17.2011;20;2878.49;71067,45;21972;15192;10;0
B;4.17.2011;21;1067.19;71067,45;21972;15192;10;0
B;4.18.2011;10;225.61;72127,03;21815;15238;8;0
B;4.18.2011;11;170.44;72127,03;21815;15238;8;0
B;4.18.2011;12;786.77;72127,03;21815;15238;8;0
B;4.18.2011;13;657.15;72127,03;21815;15238;8;0
B;4.18.2011;14;999.99;72127,03;21815;15238;8;0
B;4.18.2011;15;1242.09;72127,03;21815;15238;8;0
B;4.18.2011;16;414.3;72127,03;21815;15238;8;0
B;4.18.2011;17;888.72;72127,03;21815;15238;8;0
B;4.18.2011;18;938.27;72127,03;21815;15238;8;0
B;4.18.2011;19;1458.55;72127,03;21815;15238;8;0
B;4.18.2011;20;1113.56;72127,03;21815;15238;8;0
B;4.18.2011;21;816.51;72127,03;21815;15238;8;0
B;4.19.2011;10;46.2;72607,61;21896;15345;9;0
B;4.19.2011;11;401.37;72607,61;21896;15345;9;0
B;4.19.2011;12;422.09;72607,61;21896;15345;9;0
B;4.19.2011;13;478.99;72607,61;21896;15345;9;0
B;4.19.2011;14;687.61;72607,61;21896;15345;9;0
B;4.19.2011;15;773.65;72607,61;21896;15345;9;0
B;4.19.2011;16;779.31;72607,61;21896;15345;9;0
B;4.19.2011;17;896.38;72607,61;21896;15345;9;0
B;4.19.2011;18;1071.91;72607,61;21896;15345;9;0
B;4.19.2011;19;689.13;72607,61;21896;15345;9;0
B;4.19.2011;20;1332.69;72607,61;21896;15345;9;0
B;4.19.2011;21;1505.47;72607,61;21896;15345;9;0
B;4.20.2011;10;0;73666,51;22016;15197;10;0
B;4.20.2011;11;35612;73666,51;22016;15197;10;0
B;4.20.2011;12;278.42;73666,51;22016;15197;10;0
B;4.20.2011;13;941.63;73666,51;22016;15197;10;0
B;4.20.2011;14;1160.56;73666,51;22016;15197;10;0
B;4.20.2011;15;751.47;73666,51;22016;15197;10;0
B;4.20.2011;16;403.92;73666,51;22016;15197;10;0
B;4.20.2011;17;1299.29;73666,51;22016;15197;10;0
B;4.20.2011;18;1584.02;73666,51;22016;15197;10;0
B;4.20.2011;19;1391.65;73666,51;22016;15197;10;0
B;4.20.2011;20;862.06;73666,51;22016;15197;10;0
B;4.20.2011;21;1421.38;73666,51;22016;15197;10;0
B;4.21.2011;10;25.73;73386,94;22157;15153;11;3
B;4.21.2011;11;464.62;73386,94;22157;15153;11;3
B;4.21.2011;12;444.57;73386,94;22157;15153;11;3
B;4.21.2011;13;928.88;73386,94;22157;15153;11;3
B;4.21.2011;14;1073.98;73386,94;22157;15153;11;3
B;4.21.2011;15;541.37;73386,94;22157;15153;11;3
B;4.21.2011;16;1082.87;73386,94;22157;15153;11;3
B;4.21.2011;17;1176.58;73386,94;22157;15153;11;3
B;4.21.2011;18;649.45;73386,94;22157;15153;11;3
B;4.21.2011;19;618.02;73386,94;22157;15153;11;3
B;4.21.2011;20;1974.91;73386,94;22157;15153;11;3
B;4.21.2011;21;508.81;73386,94;22157;15153;11;3
B;4.22.2011;10;0;73368,35;22095;15170;10;3
B;4.22.2011;11;197.06;73368,35;22095;15170;10;3
B;4.22.2011;12;1583.9;73368,35;22095;15170;10;3
B;4.22.2011;13;1463.5;73368,35;22095;15170;10;3
B;4.22.2011;14;1745.24;73368,35;22095;15170;10;3
B;4.22.2011;15;563.72;73368,35;22095;15170;10;3
B;4.22.2011;16;1485.58;73368,35;22095;15170;10;3
B;4.22.2011;17;1536.45;73368,35;22095;15170;10;3
B;4.22.2011;18;1082.94;73368,35;22095;15170;10;3
B;4.22.2011;19;819.01;73368,35;22095;15170;10;3
B;4.22.2011;20;2534.89;73368,35;22095;15170;10;3
B;4.22.2011;21;617.52;73368,35;22095;15170;10;3
B;4.23.2011;10;465.34;73368,35;22095;15170;10;3
B;4.23.2011;11;797.29;73368,35;22095;15170;10;3
B;4.23.2011;12;1007.13;73368,35;22095;15170;10;3
B;4.23.2011;13;4634.16;73368,35;22095;15170;10;3
B;4.23.2011;14;2171.66;73368,35;22095;15170;10;3
B;4.23.2011;15;3858.17;73368,35;22095;15170;10;3
B;4.23.2011;16;2055.58;73368,35;22095;15170;10;3
B;4.23.2011;17;3729.59;73368,35;22095;15170;10;3
B;4.23.2011;18;3308.18;73368,35;22095;15170;10;3
B;4.23.2011;19;3704.04;73368,35;22095;15170;10;3
B;4.23.2011;20;1705.75;73368,35;22095;15170;10;3
B;4.23.2011;21;2520.78;73368,35;22095;15170;10;3
B;4.24.2011;10;50.47;73368,35;22095;15170;9;0
B;4.24.2011;11;873.23;73368,35;22095;15170;9;0
B;4.24.2011;12;1367.03;73368,35;22095;15170;9;0
B;4.24.2011;13;2006.08;73368,35;22095;15170;9;0
B;4.24.2011;14;3465.38;73368,35;22095;15170;9;0
B;4.24.2011;15;2311.4;73368,35;22095;15170;9;0
B;4.24.2011;16;4214.26;73368,35;22095;15170;9;0
B;4.24.2011;17;3252.12;73368,35;22095;15170;9;0
B;4.24.2011;18;4738.92;73368,35;22095;15170;9;0
B;4.24.2011;19;4001.54;73368,35;22095;15170;9;0
B;4.24.2011;20;2825.08;73368,35;22095;15170;9;0
B;4.24.2011;21;1552.63;73368,35;22095;15170;9;0
B;4.25.2011;10;248.99;73495,57;22179;15196;11;0
B;4.25.2011;11;356.22;73495,57;22179;15196;11;0
B;4.25.2011;12;93.19;73495,57;22179;15196;11;0
B;4.25.2011;13;932.06;73495,57;22179;15196;11;0
B;4.25.2011;14;1082.09;73495,57;22179;15196;11;0
B;4.25.2011;15;1728.37;73495,57;22179;15196;11;0
B;4.25.2011;16;611.73;73495,57;22179;15196;11;0
B;4.25.2011;17;1213.74;73495,57;22179;15196;11;0
B;4.25.2011;18;1339.54;73495,57;22179;15196;11;0
B;4.25.2011;19;1239.95;73495,57;22179;15196;11;0
B;4.25.2011;20;1650.62;73495,57;22179;15196;11;0
B;4.25.2011;21;963.03;73495,57;22179;15196;11;0
B;4.26.2011;10;209.49;74026,19;22318;15279;12;0
B;4.26.2011;11;177.48;74026,19;22318;15279;12;0
B;4.26.2011;12;486.58;74026,19;22318;15279;12;0
B;4.26.2011;13;721.64;74026,19;22318;15279;12;0
B;4.26.2011;14;1868.42;74026,19;22318;15279;12;0
B;4.26.2011;15;1210.53;74026,19;22318;15279;12;0
B;4.26.2011;16;3008.77;74026,19;22318;15279;12;0
B;4.26.2011;17;2115.01;74026,19;22318;15279;12;0
B;4.26.2011;18;865.83;74026,19;22318;15279;12;0
B;4.26.2011;19;1064.31;74026,19;22318;15279;12;0
B;4.26.2011;20;862.69;74026,19;22318;15279;12;0
B;4.26.2011;21;1146.35;74026,19;22318;15279;12;0
B;4.27.2011;10;25.69;73880,92;22328;15219;11;0
B;4.27.2011;11;19.52;73880,92;22328;15219;11;0
B;4.27.2011;12;555.96;73880,92;22328;15219;11;0
B;4.27.2011;13;861.67;73880,92;22328;15219;11;0
B;4.27.2011;14;1501.48;73880,92;22328;15219;11;0
B;4.27.2011;15;1527.94;73880,92;22328;15219;11;0
B;4.27.2011;16;1112.62;73880,92;22328;15219;11;0
B;4.27.2011;17;1367.15;73880,92;22328;15219;11;0
B;4.27.2011;18;943.64;73880,92;22328;15219;11;0
B;4.27.2011;19;1026.46;73880,92;22328;15219;11;0
B;4.27.2011;20;1064.27;73880,92;22328;15219;11;0
B;4.27.2011;21;1840.8;73880,92;22328;15219;11;0
B;4.28.2011;10;24.91;73723,84;22488;15165;12;0
B;4.28.2011;11;189.91;73723,84;22488;15165;12;0
B;4.28.2011;12;199.53;73723,84;22488;15165;12;0
B;4.28.2011;13;345.24;73723,84;22488;15165;12;0
B;4.28.2011;14;1458.24;73723,84;22488;15165;12;0
B;4.28.2011;15;1154.66;73723,84;22488;15165;12;0
B;4.28.2011;16;1683.01;73723,84;22488;15165;12;0
B;4.28.2011;17;1170.47;73723,84;22488;15165;12;0
B;4.28.2011;18;1083;73723,84;22488;15165;12;0
B;4.28.2011;19;1405.92;73723,84;22488;15165;12;0
B;4.28.2011;20;1091.57;73723,84;22488;15165;12;0
B;4.28.2011;21;3002.7;73723,84;22488;15165;12;0
B;4.29.2011;10;112.95;74613,65;22605;15214;12;0
B;4.29.2011;11;485.05;74613,65;22605;15214;12;0
B;4.29.2011;12;185.92;74613,65;22605;15214;12;0
B;4.29.2011;13;755.01;74613,65;22605;15214;12;0
B;4.29.2011;14;1376.02;74613,65;22605;15214;12;0
B;4.29.2011;15;1213.83;74613,65;22605;15214;12;0
B;4.29.2011;16;1960.13;74613,65;22605;15214;12;0
B;4.29.2011;17;851.18;74613,65;22605;15214;12;0
B;4.29.2011;18;678.28;74613,65;22605;15214;12;0
B;4.29.2011;19;1242.19;74613,65;22605;15214;12;0
B;4.29.2011;20;1091.17;74613,65;22605;15214;12;0
B;4.29.2011;21;1098.9;74613,65;22605;15214;12;0
B;4.30.2011;10;887.35;74613,65;22605;15214;13;0
B;4.30.2011;11;1372.95;74613,65;22605;15214;13;0
B;4.30.2011;12;2400.6;74613,65;22605;15214;13;0
B;4.30.2011;13;3114.83;74613,65;22605;15214;13;0
B;4.30.2011;14;2740.85;74613,65;22605;15214;13;0
B;4.30.2011;15;4375.76;74613,65;22605;15214;13;0
B;4.30.2011;16;2937.3;74613,65;22605;15214;13;0
B;4.30.2011;17;3475.32;74613,65;22605;15214;13;0
B;4.30.2011;18;3452.83;74613,65;22605;15214;13;0
B;4.30.2011;19;3830.14;74613,65;22605;15214;13;0
B;4.30.2011;20;3191.55;74613,65;22605;15214;13;0
B;4.30.2011;21;1940.44;74613,65;22605;15214;13;0
B;1.5.2011;10;290.33;74613,65;22605;15214;16;4
B;1.5.2011;11;1001.34;74613,65;22605;15214;16;4
B;1.5.2011;12;3743.37;74613,65;22605;15214;16;4
B;1.5.2011;13;3443.65;74613,65;22605;15214;16;4
B;1.5.2011;14;5078.14;74613,65;22605;15214;16;4
B;1.5.2011;15;4942.67;74613,65;22605;15214;16;4
B;1.5.2011;16;3631.35;74613,65;22605;15214;16;4
B;1.5.2011;17;5546.28;74613,65;22605;15214;16;4
B;1.5.2011;18;4338.92;74613,65;22605;15214;16;4
B;1.5.2011;19;4255.2;74613,65;22605;15214;16;4
B;1.5.2011;20;1933.49;74613,65;22605;15214;16;4
B;1.5.2011;21;2673.64;74613,65;22605;15214;16;5
B;2.5.2011;10;304.44;75014,7;22537;15200;17;0
B;2.5.2011;11;867.2;75014,7;22537;15200;17;0
B;2.5.2011;12;565.24;75014,7;22537;15200;17;0
B;2.5.2011;13;585.21;75014,7;22537;15200;17;0
B;2.5.2011;14;1198.75;75014,7;22537;15200;17;0
B;2.5.2011;15;1190.38;75014,7;22537;15200;17;0
B;2.5.2011;16;675.96;75014,7;22537;15200;17;0
B;2.5.2011;17;629.56;75014,7;22537;15200;17;0
B;2.5.2011;18;1008.26;75014,7;22537;15200;17;0
B;2.5.2011;19;601.51;75014,7;22537;15200;17;0
B;2.5.2011;20;1269.35;75014,7;22537;15200;17;0
B;2.5.2011;21;735.62;75014,7;22537;15200;17;0
B;3.5.2011;10;0;75892,79;22635;15300;17;0
B;3.5.2011;11;314.78;75892,79;22635;15300;17;0
B;3.5.2011;12;622.94;75892,79;22635;15300;17;0
B;3.5.2011;13;528.38;75892,79;22635;15300;17;0
B;3.5.2011;14;1038.71;75892,79;22635;15300;17;0
B;3.5.2011;15;903.49;75892,79;22635;15300;17;0
B;3.5.2011;16;1613.73;75892,79;22635;15300;17;0
B;3.5.2011;17;1283.89;75892,79;22635;15300;17;0
B;3.5.2011;18;1240.29;75892,79;22635;15300;17;0
B;3.5.2011;19;2113.83;75892,79;22635;15300;17;0
B;3.5.2011;20;1248.97;75892,79;22635;15300;17;0
B;3.5.2011;21;1502.95;75892,79;22635;15300;17;0
B;4.5.2011;10;0;75969,92;22873;15380;16;0
B;4.5.2011;11;660.09;75969,92;22873;15380;16;0
B;4.5.2011;12;1123.41;75969,92;22873;15380;16;0
B;4.5.2011;13;1592.03;75969,92;22873;15380;16;0
B;4.5.2011;14;921.03;75969,92;22873;15380;16;0
B;4.5.2011;15;1559.68;75969,92;22873;15380;16;0
B;4.5.2011;16;860.73;75969,92;22873;15380;16;0
B;4.5.2011;17;1195.08;75969,92;22873;15380;16;0
B;4.5.2011;18;1016.81;75969,92;22873;15380;16;0
B;4.5.2011;19;2130.15;75969,92;22873;15380;16;0
B;4.5.2011;20;1924.57;75969,92;22873;15380;16;0
B;4.5.2011;21;1032.78;75969,92;22873;15380;16;0
B;5.5.2011;10;408.99;75818,75;22936;15441;12;5
B;5.5.2011;11;321.94;75818,75;22936;15441;12;5
B;5.5.2011;12;956.88;75818,75;22936;15441;12;5
B;5.5.2011;13;944.87;75818,75;22936;15441;12;5
B;5.5.2011;14;1366.4;75818,75;22936;15441;12;5
B;5.5.2011;15;2109.7;75818,75;22936;15441;12;5
B;5.5.2011;16;1834.23;75818,75;22936;15441;12;5
B;5.5.2011;17;1943.59;75818,75;22936;15441;12;5
B;5.5.2011;18;1348.44;75818,75;22936;15441;12;5
B;5.5.2011;19;1159.69;75818,75;22936;15441;12;5
B;5.5.2011;20;1988.07;75818,75;22936;15441;12;5
B;5.5.2011;21;1376.87;75818,75;22936;15441;12;5
B;6.5.2011;10;642;74835,19;22424;15435;12;5
B;6.5.2011;11;700.7;74835,19;22424;15435;12;5
B;6.5.2011;12;751.16;74835,19;22424;15435;12;5
B;6.5.2011;13;1435.64;74835,19;22424;15435;12;5
B;6.5.2011;14;1701.07;74835,19;22424;15435;12;5
B;6.5.2011;15;1585.59;74835,19;22424;15435;12;5
B;6.5.2011;16;2828.11;74835,19;22424;15435;12;5
B;6.5.2011;17;2230.91;74835,19;22424;15435;12;5
B;6.5.2011;18;2207.71;74835,19;22424;15435;12;5
B;6.5.2011;19;1399.72;74835,19;22424;15435;12;5
B;6.5.2011;20;3072.08;74835,19;22424;15435;12;5
B;6.5.2011;21;3314.04;74835,19;22424;15435;12;5
B;7.5.2011;10;349.68;74835,19;22424;15435;11;5
B;7.5.2011;11;407.93;74835,19;22424;15435;11;5
B;7.5.2011;12;2085.01;74835,19;22424;15435;11;5
B;7.5.2011;13;3230.79;74835,19;22424;15435;11;5
B;7.5.2011;14;4734.92;74835,19;22424;15435;11;5
B;7.5.2011;15;5855.87;74835,19;22424;15435;11;5
B;7.5.2011;16;4901.96;74835,19;22424;15435;11;5
B;7.5.2011;17;4549.24;74835,19;22424;15435;11;5
B;7.5.2011;18;5619.53;74835,19;22424;15435;11;5
B;7.5.2011;19;2986.22;74835,19;22424;15435;11;5
B;7.5.2011;20;3335.77;74835,19;22424;15435;11;5
B;7.5.2011;21;5265.72;74835,19;22424;15435;11;5
B;8.5.2011;10;211.8;74835,19;22424;15435;12;5
B;8.5.2011;11;1953.14;74835,19;22424;15435;12;5
B;8.5.2011;12;3222.1;74835,19;22424;15435;12;5
B;8.5.2011;13;3444.13;74835,19;22424;15435;12;5
B;8.5.2011;14;3722.18;74835,19;22424;15435;12;5
B;8.5.2011;15;4061.56;74835,19;22424;15435;12;5
B;8.5.2011;16;6311.93;74835,19;22424;15435;12;5
B;8.5.2011;17;4134.32;74835,19;22424;15435;12;5
B;8.5.2011;18;2913.6;74835,19;22424;15435;12;5
B;8.5.2011;19;3905.51;74835,19;22424;15435;12;5
B;8.5.2011;20;3063.95;74835,19;22424;15435;12;5
B;8.5.2011;21;2551.62;74835,19;22424;15435;12;5
B;9.5.2011;10;102.84;73567,04;22198;15412;13;0
B;9.5.2011;11;691.43;73567,04;22198;15412;13;0
B;9.5.2011;12;421.13;73567,04;22198;15412;13;0
B;9.5.2011;13;479.53;73567,04;22198;15412;13;0
B;9.5.2011;14;828.56;73567,04;22198;15412;13;0
B;9.5.2011;15;1453.3;73567,04;22198;15412;13;0
B;9.5.2011;16;937.85;73567,04;22198;15412;13;0
B;9.5.2011;17;823.74;73567,04;22198;15412;13;0
B;9.5.2011;18;985.64;73567,04;22198;15412;13;0
B;9.5.2011;19;1371.33;73567,04;22198;15412;13;0
B;9.5.2011;20;1511.14;73567,04;22198;15412;13;0
B;9.5.2011;21;1682.07;73567,04;22198;15412;13;0
B;10.5.2011;10;0;74651,73;22356;15569;13;0
B;10.5.2011;11;687.38;74651,73;22356;15569;13;0
B;10.5.2011;12;645.29;74651,73;22356;15569;13;0
B;10.5.2011;13;637.99;74651,73;22356;15569;13;0
B;10.5.2011;14;317.61;74651,73;22356;15569;13;0
B;10.5.2011;15;1423.09;74651,73;22356;15569;13;0
B;10.5.2011;16;960.25;74651,73;22356;15569;13;0
B;10.5.2011;17;1086.27;74651,73;22356;15569;13;0
B;10.5.2011;18;1043.86;74651,73;22356;15569;13;0
B;10.5.2011;19;995.11;74651,73;22356;15569;13;0
B;10.5.2011;20;908.64;74651,73;22356;15569;13;0
B;10.5.2011;21;1543.93;74651,73;22356;15569;13;0
B;11.5.2011;10;142.02;75662,57;22638;15743;14;0
B;11.5.2011;11;332.57;75662,57;22638;15743;14;0
B;11.5.2011;12;1105.51;75662,57;22638;15743;14;0
B;11.5.2011;13;678.5;75662,57;22638;15743;14;0
B;11.5.2011;14;1095.81;75662,57;22638;15743;14;0
B;11.5.2011;15;1005.44;75662,57;22638;15743;14;0
B;11.5.2011;16;1226.58;75662,57;22638;15743;14;0
B;11.5.2011;17;1664.04;75662,57;22638;15743;14;0
B;11.5.2011;18;1918.6;75662,57;22638;15743;14;0
B;11.5.2011;19;885.43;75662,57;22638;15743;14;0
B;11.5.2011;20;492.57;75662,57;22638;15743;14;0
B;11.5.2011;21;1517.5;75662,57;22638;15743;14;0
B;12.5.2011;10;111.61;77087,12;22510;15878;13;0
B;12.5.2011;11;125.61;77087,12;22510;15878;13;0
B;12.5.2011;12;640.89;77087,12;22510;15878;13;0
B;12.5.2011;13;1037.15;77087,12;22510;15878;13;0
B;12.5.2011;14;1562.27;77087,12;22510;15878;13;0
B;12.5.2011;15;1260.1;77087,12;22510;15878;13;0
B;12.5.2011;16;1209.54;77087,12;22510;15878;13;0
B;12.5.2011;17;780.96;77087,12;22510;15878;13;0
B;12.5.2011;18;2263.08;77087,12;22510;15878;13;0
B;12.5.2011;19;2174.02;77087,12;22510;15878;13;0
B;12.5.2011;20;1640.08;77087,12;22510;15878;13;0
B;12.5.2011;21;1985.83;77087,12;22510;15878;13;0
B;5.13.2011;10;429.92;75907,26;22612;15824;13;0
B;5.13.2011;11;496.96;75907,26;22612;15824;13;0
B;5.13.2011;12;426.87;75907,26;22612;15824;13;0
B;5.13.2011;13;1574.93;75907,26;22612;15824;13;0
B;5.13.2011;14;1270.72;75907,26;22612;15824;13;0
B;5.13.2011;15;906.88;75907,26;22612;15824;13;0
B;5.13.2011;16;1024.19;75907,26;22612;15824;13;0
B;5.13.2011;17;1939.37;75907,26;22612;15824;13;0
B;5.13.2011;18;1834.63;75907,26;22612;15824;13;0
B;5.13.2011;19;1444.19;75907,26;22612;15824;13;0
B;5.13.2011;20;2891.79;75907,26;22612;15824;13;0
B;5.13.2011;21;1412.97;75907,26;22612;15824;13;0
B;5.14.2011;10;179.8;75907,26;22612;15824;16;0
B;5.14.2011;11;330.3;75907,26;22612;15824;16;0
B;5.14.2011;12;1781.61;75907,26;22612;15824;16;0
B;5.14.2011;13;3117.3;75907,26;22612;15824;16;0
B;5.14.2011;14;2771.95;75907,26;22612;15824;16;0
B;5.14.2011;15;3270;75907,26;22612;15824;16;0
B;5.14.2011;16;5297.99;75907,26;22612;15824;16;0
B;5.14.2011;17;3322.46;75907,26;22612;15824;16;0
B;5.14.2011;18;3805.48;75907,26;22612;15824;16;0
B;5.14.2011;19;3196.67;75907,26;22612;15824;16;0
B;5.14.2011;20;2636.33;75907,26;22612;15824;16;0
B;5.14.2011;21;1319.21;75907,26;22612;15824;16;0
B;5.15.2011;10;590.83;75907,26;22612;15824;16;0
B;5.15.2011;11;1380.73;75907,26;22612;15824;16;0
B;5.15.2011;12;1672.88;75907,26;22612;15824;16;0
B;5.15.2011;13;2204.53;75907,26;22612;15824;16;0
B;5.15.2011;14;4118.26;75907,26;22612;15824;16;0
B;5.15.2011;15;3479.56;75907,26;22612;15824;16;0
B;5.15.2011;16;3551.68;75907,26;22612;15824;16;0
B;5.15.2011;17;3184.58;75907,26;22612;15824;16;0
B;5.15.2011;18;4480.72;75907,26;22612;15824;16;0
B;5.15.2011;19;4305.83;75907,26;22612;15824;16;0
B;5.15.2011;20;4468.04;75907,26;22612;15824;16;0
B;5.15.2011;21;1158.84;75907,26;22612;15824;16;0
B;5.16.2011;10;43.67;76852,59;22530;15946;19;0
B;5.16.2011;11;293.42;76852,59;22530;15946;19;0
B;5.16.2011;12;605.94;76852,59;22530;15946;19;0
B;5.16.2011;13;619.87;76852,59;22530;15946;19;0
B;5.16.2011;14;1028.72;76852,59;22530;15946;19;0
B;5.16.2011;15;1263.55;76852,59;22530;15946;19;0
B;5.16.2011;16;553.59;76852,59;22530;15946;19;0
B;5.16.2011;17;1938.63;76852,59;22530;15946;19;0
B;5.16.2011;18;1124.75;76852,59;22530;15946;19;0
B;5.16.2011;19;917.5;76852,59;22530;15946;19;0
B;5.16.2011;20;985.84;76852,59;22530;15946;19;0
B;5.16.2011;21;1100.6;76852,59;22530;15946;19;0
B;5.17.2011;10;69.64;76698,86;22491;15858;20;0
B;5.17.2011;11;667.63;76698,86;22491;15858;20;0
B;5.17.2011;12;1380;76698,86;22491;15858;20;0
B;5.17.2011;13;1248.33;76698,86;22491;15858;20;0
B;5.17.2011;14;553.93;76698,86;22491;15858;20;0
B;5.17.2011;15;1275.33;76698,86;22491;15858;20;0
B;5.17.2011;16;1584;76698,86;22491;15858;20;0
B;5.17.2011;17;1340.45;76698,86;22491;15858;20;0
B;5.17.2011;18;829.35;76698,86;22491;15858;20;0
B;5.17.2011;19;897.94;76698,86;22491;15858;20;0
B;5.17.2011;20;2363.16;76698,86;22491;15858;20;0
B;5.17.2011;21;1623.24;76698,86;22491;15858;20;0
B;5.18.2011;10;0;76219,75;22547;15819;17;5
B;5.18.2011;11;713.53;76219,75;22547;15819;17;5
B;5.18.2011;12;371.21;76219,75;22547;15819;17;5
B;5.18.2011;13;948.78;76219,75;22547;15819;17;5
B;5.18.2011;14;815.52;76219,75;22547;15819;17;5
B;5.18.2011;15;917.66;76219,75;22547;15819;17;5
B;5.18.2011;16;985.53;76219,75;22547;15819;17;5
B;5.18.2011;17;914.2;76219,75;22547;15819;17;5
B;5.18.2011;18;1493.12;76219,75;22547;15819;17;5
B;5.18.2011;19;1329.35;76219,75;22547;15819;17;5
B;5.18.2011;20;2159.86;76219,75;22547;15819;17;5
B;5.18.2011;21;2147.98;76219,75;22547;15819;17;5
B;5.19.2011;10;0;76219,75;22547;15819;16;5
B;5.19.2011;11;455.99;76219,75;22547;15819;16;5
B;5.19.2011;12;1002.48;76219,75;22547;15819;16;5
B;5.19.2011;13;1679.92;76219,75;22547;15819;16;5
B;5.19.2011;14;2585.29;76219,75;22547;15819;16;5
B;5.19.2011;15;2917.87;76219,75;22547;15819;16;5
B;5.19.2011;16;2844.02;76219,75;22547;15819;16;5
B;5.19.2011;17;4253.76;76219,75;22547;15819;16;5
B;5.19.2011;18;3289.26;76219,75;22547;15819;16;5
B;5.19.2011;19;2025.19;76219,75;22547;15819;16;5
B;5.19.2011;20;1664.56;76219,75;22547;15819;16;5
B;5.19.2011;21;2062.74;76219,75;22547;15819;16;5
B;5.20.2011;10;447.2;75951,24;22583;15812;18;5
B;5.20.2011;11;637.74;75951,24;22583;15812;18;0
B;5.20.2011;12;1339.09;75951,24;22583;15812;18;0
B;5.20.2011;13;2354.25;75951,24;22583;15812;18;0
B;5.20.2011;14;2081.56;75951,24;22583;15812;18;0
B;5.20.2011;15;1938.68;75951,24;22583;15812;18;0
B;5.20.2011;16;2343.94;75951,24;22583;15812;18;0
B;5.20.2011;17;1556.43;75951,24;22583;15812;18;0
B;5.20.2011;18;1515.47;75951,24;22583;15812;18;0
B;5.20.2011;19;1496.39;75951,24;22583;15812;18;0
B;5.20.2011;20;1680.53;75951,24;22583;15812;18;0
B;5.20.2011;21;2277.67;75951,24;22583;15812;18;0
B;5.21.2011;10;173.94;75951,24;22583;15812;18;0
B;5.21.2011;11;2731.67;75951,24;22583;15812;18;0
B;5.21.2011;12;535.74;75951,24;22583;15812;18;0
B;5.21.2011;13;1415.65;75951,24;22583;15812;18;0
B;5.21.2011;14;3020.98;75951,24;22583;15812;18;0
B;5.21.2011;15;1491.26;75951,24;22583;15812;18;0
B;5.21.2011;16;2796.29;75951,24;22583;15812;18;0
B;5.21.2011;17;3404.03;75951,24;22583;15812;18;0
B;5.21.2011;18;2539.69;75951,24;22583;15812;18;0
B;5.21.2011;19;1954.06;75951,24;22583;15812;18;0
B;5.21.2011;20;1448.94;75951,24;22583;15812;18;0
B;5.21.2011;21;1599.87;75951,24;22583;15812;18;0
B;5.22.2011;10;30.79;75951,24;22583;15812;19;0
B;5.22.2011;11;1266.82;75951,24;22583;15812;19;0
B;5.22.2011;12;1113.59;75951,24;22583;15812;19;0
B;5.22.2011;13;1267.91;75951,24;22583;15812;19;0
B;5.22.2011;14;3156.9;75951,24;22583;15812;19;0
B;5.22.2011;15;2069.94;75951,24;22583;15812;19;0
B;5.22.2011;16;3463.88;75951,24;22583;15812;19;0
B;5.22.2011;17;3307.77;75951,24;22583;15812;19;0
B;5.22.2011;18;3952.93;75951,24;22583;15812;19;0
B;5.22.2011;19;2333.74;75951,24;22583;15812;19;0
B;5.22.2011;20;1703.56;75951,24;22583;15812;19;0
B;5.22.2011;21;1018.75;75951,24;22583;15812;19;0
B;5.23.2011;10;196.95;76255,54;22514;16078;20;0
B;5.23.2011;11;296.97;76255,54;22514;16078;20;0
B;5.23.2011;12;255.47;76255,54;22514;16078;20;0
B;5.23.2011;13;479.74;76255,54;22514;16078;20;0
B;5.23.2011;14;1142.06;76255,54;22514;16078;20;0
B;5.23.2011;15;786.64;76255,54;22514;16078;20;0
B;5.23.2011;16;572.31;76255,54;22514;16078;20;0
B;5.23.2011;17;1104.73;76255,54;22514;16078;20;0
B;5.23.2011;18;1065.64;76255,54;22514;16078;20;0
B;5.23.2011;19;1172.26;76255,54;22514;16078;20;0
B;5.23.2011;20;288.09;76255,54;22514;16078;20;0
B;5.23.2011;21;1437.06;76255,54;22514;16078;20;0
